Name;Name on Shirt;Nationality;Age;Height(cm);Weight(Kg);Stronger foot;Favorite side;Register Position;Positions;Injury;Attack;Defence;Body balance;Stamina;Top speed;Response/Responsiveness;Explosive power;Dribble accuracy;Dribble speed;Short pass accuracy;Short pass speed;Long pass accuracy;Long pass speed;Shot accuracy;Shot power;Free kick accuracy;Swerve;Header Accuracy;Jump;Ball control;Mentality/Tenacity;Keeper skills;Teamwork;Form;Weak foot accuracy;Weak foot frequency
DIETER EILTS;EILTS;Alemanha;25;186;75;R;R;DMF; CWP CB DMF CMF;2;66;84;88;86;77;87;79;73;73;80;77;75;79;70;80;65;66;80;79;76;90;50;90;7;5;5
V. DE PAOLI;DE PAOLI;Italia;25;175;75;R;R;CF; CF;2;84;38;81;82;84;84;85;79;80;73;75;69;70;83;88;79;78;82;84;79;78;50;77;6;5;5
JANCKERNACH;JANCKERNACH;Alemanha;25;182;76;R;R;RB; LB RB;2;56;68;79;77;76;68;74;63;70;60;63;65;66;50;72;48;45;65;81;65;58;50;63;3;5;5
NACHLINDEN;NACHLINDEN;Alemanha;25;183;83;R;R;RMF; DMF LMF RMF;2;67;60;77;78;80;67;75;73;76;63;65;67;70;66;76;62;65;60;75;72;67;50;72;5;5;5
DAR�O SILVA;DARIO SILVA;Uruguai;25;175;73;R;R;CF; LWF CF;1;85;38;83;83;86;88;90;81;84;73;75;71;74;81;86;77;81;84;86;83;80;50;80;8;7;7
PRATECH;PRATECH;Alemanha;25;187;83;L;R;LB; LB LMF;2;60;47;62;59;68;65;66;55;62;68;59;67;51;47;55;52;46;55;53;62;63;50;51;6;7;6
HENRI HILTL;HILTL;Austria;25;178;77;R;R;SS; SS CF;1;88;37;81;79;82;80;81;88;77;87;79;84;80;86;84;92;91;74;75;91;79;40;85;6;6;5
J. M. MINELLA;MINELLA;Argentina;25;177;78;R;R;DMF; DMF CMF;2;74;74;83;87;78;86;78;83;79;86;76;85;75;76;85;75;82;76;75;87;84;50;90;7;6;5
ALFREDO ROJAS;ROJAS;Argentina;25;184;82;L;R;CF; CF;2;89;36;90;81;77;87;78;77;78;74;71;66;69;86;84;64;69;95;84;75;81;50;72;6;5;4
PHILIPPE MEX�S;MEXES;Franca;25;187;86;R;R;CB; CWP CB;1;69;86;89;83;77;86;75;78;76;78;76;79;81;68;84;67;73;87;85;79;83;50;82;7;5;4
BETO M�RCICO;A. M�RCICO;Argentina;25;178;74;R;R;SS; AMF SS CF;2;85;51;85;82;82;84;83;91;84;83;79;85;78;83;83;79;87;75;79;90;76;45;84;6;6;6
DELIO ONNIS;ONNIS;Argentina;25;181;80;R;R;CF; CF;2;94;34;85;84;85;96;86;81;81;73;72;69;71;91;82;71;81;88;85;81;78;50;79;7;7;6
ANTE MIROCEVI?;MIROCEVIC;Montenegro;25;179;72;R;R;AMF; CMF AMF SS;1;82;62;76;83;77;80;79;84;82;86;82;82;80;77;79;80;82;70;70;87;81;40;86;7;6;6
ALFIO BASILE;BASILE;Argentina;25;184;80;R;R;CB; CB DMF;2;65;85;86;81;77;84;76;77;73;78;74;80;74;68;84;61;69;86;85;77;85;50;84;6;5;4
CARRASCOSA;CARRASCOSA;Argentina;25;168;67;L;R;LB; LB;2;74;78;82;88;82;84;82;80;80;78;77;82;80;67;80;69;74;78;86;81;90;50;87;6;5;4
VICENTE;VICENTE;Espanha;25;175;72;R;R;LMF; LMF LWF;1;82;46;76;81;87;78;90;90;92;78;79;82;83;80;80;83;84;68;76;88;76;40;78;6;6;5
VANDEBUURD;VANDEBUURD;Holanda;25;182;70;R;R;CB; CWP CB RB;2;59;82;90;78;83;80;78;78;77;76;78;74;75;55;77;56;62;74;81;79;80;50;85;6;5;5
NANI;NANI;Portugal;25;177;69;R;R;RMF; LMF RMF LWF RWF;1;83;48;81;84;86;75;90;87;90;77;77;83;83;77;86;76;83;65;83;86;75;50;73;5;7;6
DAVIE COOPER;COOPER;Escocia;25;178;78;L;R;LMF; LMF RMF AMF LWF RWF SS;1;82;40;80;81;81;82;91;92;85;85;81;92;83;80;85;88;90;73;76;91;77;40;82;7;4;2
LEONEL VIELMA;VIELMA;Venezuela;25;179;75;R;R;DMF; CB RB DMF CMF;1;65;73;81;84;81;72;81;76;79;73;74;77;75;71;86;77;83;76;80;79;75;50;73;6;5;5
MILOSHLAN;MILOSHLAN;Croacia;25;180;71;L;R;LWF; LMF RMF LWF RWF SS CF;2;70;43;75;78;84;78;82;80;81;71;72;70;75;69;78;60;62;63;75;75;67;50;68;4;6;5
GAMRANELLA;GAMRANELLA;Argentina;25;186;73;L;R;CF; SS CF;2;73;38;74;72;76;73;72;78;70;73;68;69;69;76;74;56;58;68;69;80;68;50;69;4;4;4
L. MARCHEGIANI;MARCHEGIANI;Italia;25;188;78;R;R;GK; GK;2;30;92;85;67;67;88;81;52;52;58;59;58;65;44;84;44;48;50;82;53;79;91;82;7;4;4
H. VILLAVERDE;VILLAVERDE;Argentina;25;178;77;R;R;CB; CWP CB;1;57;90;83;85;81;86;83;73;76;79;78;74;81;60;80;58;65;81;87;78;85;50;81;6;5;5
GABRIEL MILITO;G. MILITO;Argentina;25;179;77;L;R;CB; CB;1;64;88;85;83;82;86;80;75;73;79;80;82;83;68;83;72;70;84;94;77;89;50;78;7;6;5
BURRUCHAGA;BURRUCHAGA;Argentina;25;177;75;R;R;AMF; CMF LMF RMF AMF LWF RWF SS;1;84;49;80;83;86;84;89;92;86;89;85;86;84;83;86;84;85;80;80;91;82;50;87;7;6;6
ALFREDO FONI;ALFREDO FONI;Italia;25;172;71;R;R;CB; CB LB RB;2;66;90;85;84;84;86;82;77;75;78;75;79;78;69;83;65;69;83;86;79;86;50;88;8;6;6
ERNESTO GRILLO;GRILLO;Argentina;25;170;73;R;R;AMF; CMF AMF SS;1;86;46;85;83;82;81;84;92;84;86;82;84;82;85;85;78;79;74;77;91;80;40;84;7;7;8
C. CECCONATO;CECCONATO;Argentina;25;174;70;R;R;AMF; DMF CMF RMF AMF RWF SS;1;83;56;77;87;82;85;83;85;81;92;86;88;84;83;83;82;83;77;78;87;83;45;89;4;6;5
JARNYMON;JARNYMON;Republica Democratica do Congo;25;189;81;R;R;CF; CB CF;2;74;65;73;76;75;75;73;72;71;69;68;63;61;73;75;63;61;77;81;70;66;50;69;5;5;5
M. FINLAYSON;FINLAYSON;Escocia;25;185;79;R;R;GK; GK;2;30;87;86;68;70;86;79;51;53;58;61;66;69;45;84;45;49;49;87;54;83;89;80;6;4;4
N�STOR CLAUSEN;CLAUSEN;Argentina;25;176;75;R;R;RB; RB RMF;2;75;72;78;90;85;80;83;79;81;75;76;78;78;67;79;64;77;74;85;79;81;50;84;6;5;5
ENZO TROSSERO;TROSSERO;Argentina;25;179;78;L;R;CB; CWP CB DMF;1;70;85;86;85;75;86;74;78;73;79;77;79;83;72;89;78;77;85;84;78;89;50;83;6;4;4
EARNIE STEWART;STEWART;Estados Unidos da America;25;176;71;R;R;AMF; CMF RMF AMF RWF SS CF;1;83;58;82;87;86;83;88;83;81;85;83;82;81;79;90;81;80;77;78;85;86;50;88;7;7;6
BONOMETTI;BONOMETTI;Italia;25;188;80;R;R;DMF; CB RB DMF;2;66;78;86;85;79;82;76;75;72;77;73;76;73;68;82;62;67;81;76;74;83;50;81;8;5;5
IDILIO CEI;CEI;Italia;25;180;90;R;R;GK; GK;2;30;84;88;69;71;87;80;53;56;55;59;63;67;45;86;45;49;45;86;56;82;86;83;8;5;4
RUB�N DIAZ;DIAZ;Argentina;25;177;71;L;R;LB; LB;1;76;67;80;86;84;77;80;80;83;78;73;85;81;72;86;78;84;76;80;78;79;50;75;5;4;3
ARNALDO BALAY;BALAY;Argentina;25;176;68;R;R;CMF; CB DMF CMF AMF;1;73;75;80;84;77;81;83;86;80;87;79;86;78;69;80;78;77;69;73;85;84;50;88;6;5;3
RUB�N PAZ;PAZ;Uruguai;25;173;71;L;R;AMF; AMF SS;1;83;45;80;84;80;85;86;88;83;89;89;87;88;81;83;90;89;79;77;90;80;40;88;8;6;5
V. DE LA MATA;DE LA MATA;Argentina;25;172;66;R;R;SS; AMF RWF SS;1;86;36;74;79;82;78;88;96;85;83;77;78;78;85;78;74;80;67;72;89;75;40;71;6;5;5
ALBERTO OHACO;OHACO;Argentina;25;181;78;L;R;SS; LWF RWF SS CF;1;89;42;82;85;83;85;86;90;84;89;83;88;79;90;84;81;83;79;80;90;78;45;80;6;5;5
VOCAILA;VOCAILA;Angola;25;186;76;L;R;GK; GK;2;30;61;64;49;55;69;64;38;57;60;31;64;40;33;63;55;47;51;57;59;65;66;52;5;4;4
TONY BOOK;BOOK;Inglaterra;25;178;71;R;R;RB; CB RB RMF;2;64;83;82;90;83;84;84;77;76;78;78;81;82;67;82;67;76;78;82;80;91;50;85;5;5;4
F. OLAZAR;OLAZAR;Argentina;25;167;70;R;R;DMF; CB DMF CMF;1;71;82;83;86;84;84;86;79;82;82;79;83;80;73;84;71;76;78;86;82;92;50;91;7;6;6
JOE HARVEY;HARVEY;Inglaterra;25;178;76;R;R;DMF; RB DMF CMF RMF SS;1;77;78;87;88;82;85;83;79;78;84;80;83;81;76;84;73;77;79;84;82;94;50;92;8;5;5
MARC�O;MARCAO;Brasil;25;174;73;R;R;DMF; DMF CMF;2;67;79;84;90;83;85;84;76;77;78;78;77;79;68;83;69;72;73;82;78;83;50;88;7;5;5
H. MASCHIO;MASCHIO;Argentina;25;177;76;R;R;AMF; CMF AMF SS;1;84;54;79;82;79;80;81;89;81;91;78;88;83;81;84;80;89;76;74;90;76;40;90;6;7;5
EDU;EDU;Brasil;25;168;68;L;R;LWF; LWF RWF SS;1;85;34;76;80;84;79;92;96;92;81;80;84;81;83;81;81;83;70;73;93;76;50;74;6;6;6
JULINHO BOTELHO;JULINHO;Brasil;25;180;77;R;R;RWF; RMF RWF SS;1;85;49;80;83;85;83;91;94;86;83;82;88;82;83;91;81;89;76;80;94;82;50;81;6;5;4
J. C. C�RDENAS;CARDENAS;Argentina;25;169;65;R;R;SS; LWF RWF SS CF;1;91;37;77;80;81;82;85;86;83;80;78;86;85;88;85;83;84;74;78;85;71;45;76;6;5;6
OGERATHE;OGERATHE;Egito;25;186;79;L;R;CF; LMF CF;2;74;35;68;63;66;60;72;63;63;65;63;74;61;62;64;63;54;77;63;58;60;50;49;5;4;4
GERM�N BURGOS;BURGOS;Argentina;25;188;83;R;R;GK; GK;1;40;81;85;63;75;94;79;68;61;59;64;60;68;47;85;50;44;63;84;65;71;78;71;5;4;4
A. WERGIFKER;WERGIFKER;Argentina;25;171;69;L;R;CB; CB LB;1;62;83;82;84;78;82;78;76;76;77;76;78;77;65;82;63;71;81;84;78;83;50;82;7;5;5
CHOVANEC;CHOVANEC;Eslovaquia;25;188;80;L;R;CWP; CWP DMF CMF;1;75;84;86;84;78;86;77;81;74;80;79;85;82;74;85;83;87;81;79;82;82;50;84;7;6;5
BARNAB� FERREYRA;FERREYRA;Argentina;25;174;75;R;R;CF; CF;2;95;33;87;79;82;91;83;81;82;78;78;73;76;92;95;72;72;81;82;82;86;50;81;6;8;6
ALFREDO P�REZ;A. PEREZ;Argentina;25;177;78;R;R;CB; CB DMF;1;65;87;83;81;82;81;81;84;80;80;74;79;73;63;76;64;63;75;79;83;78;50;79;6;4;5
L. ASTRADA;ASTRADA;Argentina;25;174;72;R;R;DMF; DMF CMF;1;65;78;84;89;75;86;77;78;73;81;75;77;74;68;84;65;68;75;78;80;95;50;92;7;5;4
ERMINDO ONEGA;ONEGA;Argentina;25;175;75;R;R;AMF; AMF SS;1;85;44;81;82;83;82;87;93;85;89;83;86;82;85;90;84;81;76;73;92;79;40;90;6;6;5
DEL�M;DELEM;Brasil;25;181;76;R;R;AMF; AMF SS;1;85;40;80;79;80;79;83;87;85;86;82;84;81;84;86;83;85;83;80;90;79;45;88;6;5;5
BETO ALONSO;N. ALONSO;Argentina;25;176;74;L;R;AMF; AMF SS;1;87;44;80;83;81;83;85;93;84;91;85;87;82;86;86;91;94;84;82;93;82;50;79;6;5;5
F. COSSATO;COSSATO;Italia;25;188;80;R;R;CF; CF;1;83;41;86;82;81;83;79;73;75;74;75;70;71;82;84;67;71;86;81;76;80;50;75;6;5;5
HELENO;HELENO;Brasil;25;182;77;R;R;CF; CF;1;94;34;84;82;85;90;85;90;85;81;78;76;75;93;84;76;82;94;86;93;79;50;81;6;6;6
J. J. L�PEZ;LOPEZ;Argentina;25;173;69;R;R;AMF; DMF CMF RMF AMF RWF;2;83;61;77;89;83;84;89;85;81;85;83;87;84;79;87;79;83;76;77;87;81;40;90;7;5;5
G. CONSTANTIN;CONSTANTIN;Romenia;25;182;80;R;R;SS; AMF SS CF;1;88;43;83;81;77;84;78;89;78;87;80;84;79;86;83;76;78;91;91;91;79;50;86;6;6;6
CAFU;CAFU;Brasil;25;176;75;R;R;RB; RB DMF RMF;2;79;74;83;98;89;80;87;85;86;82;80;82;84;72;84;73;76;73;79;84;87;50;93;8;5;5
BRUNO RODOLFI;RODOLFI;Argentina;25;182;77;R;R;DMF; DMF CMF RMF;1;73;79;83;86;82;84;82;78;79;83;78;83;79;71;83;72;75;82;84;83;84;50;86;7;6;5
DUNGA;DUNGA;Brasil;25;177;78;R;R;DMF; DMF CMF;2;70;83;85;91;77;87;78;79;77;85;85;87;84;75;88;78;78;80;80;83;98;50;95;8;6;5
Z. COMETTI;COMETTI;Italia;25;176;75;R;R;GK; GK;1;30;86;82;68;71;86;79;53;56;54;58;55;63;44;83;44;48;44;86;55;78;84;82;7;4;4
BAROVERO;BAROVERO;Argentina;25;182;75;R;R;GK; GK;2;32;89;80;66;71;89;80;57;58;57;59;60;63;51;81;53;53;44;86;57;82;87;84;7;5;4
JUAN ULLOA;ULLOA;Costa Rica;25;182;78;R;R;CF; CF;1;85;36;87;85;85;88;83;81;83;72;72;70;74;86;86;72;73;86;84;83;83;50;79;7;6;6
ANGELERI;ANGELERI;Italia;25;173;66;R;R;DMF; DMF CMF;2;66;81;78;88;84;82;82;77;77;79;77;78;79;67;78;64;66;74;82;78;87;50;80;7;5;5
LOBO CARRASCO;CARRASCO;Espanha;25;183;74;R;R;RWF; LWF RWF SS CF;1;84;48;77;85;87;83;91;91;88;80;76;84;83;78;83;78;87;74;75;87;78;45;74;7;6;6
E. BAUZA;BAUZA;Argentina;25;189;84;R;R;CB; CWP CB DMF CMF;2;76;83;91;85;77;80;76;76;75;78;78;76;79;78;86;76;70;92;82;76;91;50;80;7;5;5
JOS� CHAMOT;CHAMOT;Argentina;25;185;78;R;R;CB; CB LB RB;2;67;85;84;87;85;83;83;76;77;74;77;75;77;66;80;64;69;81;84;76;82;50;85;5;5;6
FEDERICO VAIRO;VAIRO;Argentina;25;178;80;R;R;CB; CB LB RB;2;62;90;86;85;80;88;77;72;77;75;75;78;76;70;82;68;68;85;87;79;90;50;83;8;5;5
BAUER;BAUER;Brasil;25;189;79;R;R;DMF; CB DMF CMF;2;72;81;88;85;78;86;80;87;78;87;82;87;82;72;84;73;80;80;81;90;87;50;86;7;5;5
COUDET;COUDET;Argentina;25;178;73;R;R;RMF; RB CMF LMF RMF AMF;1;75;68;82;86;80;85;80;85;79;85;80;86;82;76;86;76;77;75;79;86;80;50;87;6;5;3
T. CARLOVICH;CARLOVICH;Argentina;25;188;79;L;R;CMF; CMF AMF;1;81;52;83;77;74;71;75;93;74;91;79;93;80;78;85;79;86;70;71;94;62;40;82;4;6;4
DI MAR�A;DI MARIA;Argentina;25;180;70;L;R;RMF; CMF LMF RMF AMF LWF RWF SS;1;82;56;74;87;88;77;93;92;92;84;80;86;82;81;82;78;86;70;73;88;78;40;76;6;5;2
KILY GONZ�LEZ;GONZALEZ;Argentina;25;175;71;L;R;LWF; LB LMF LWF;1;80;54;83;86;85;83;88;86;86;78;80;86;85;76;90;81;85;69;74;85;85;45;79;6;4;3
J. C. HEREDIA;HEREDIA;Espanha;25;175;78;R;R;RWF; AMF LWF RWF SS;1;84;37;82;80;85;77;87;89;87;80;81;79;80;83;87;73;79;74;80;87;74;45;72;5;5;5
ROJMANEU;ROJMANEU;Eslovenia;25;187;77;R;R;GK; GK;2;30;70;83;60;64;78;63;52;49;54;49;46;54;42;60;44;42;46;76;43;65;74;60;4;4;4
ARIK BENADO;BENADO;Israel;25;183;81;R;R;CB; CB RB;1;62;85;85;83;75;83;76;68;72;76;75;76;74;65;79;69;67;84;84;74;88;50;85;7;5;4
JAIR ROSA PINTO;JAIR;Brasil;25;168;66;L;R;AMF; AMF LWF SS;1;86;43;76;84;86;85;93;93;90;88;83;89;84;83;93;92;87;77;76;94;77;45;85;6;4;3
JOSLANESCU;JOSLANESCU;Romenia;25;189;85;R;R;AMF; DMF CMF AMF;2;65;46;57;60;67;60;69;71;66;75;69;75;66;49;56;76;67;52;52;65;65;50;54;5;4;2
R. MATOSAS;MATOSAS;Uruguai;25;178;79;R;R;CB; CB LB DMF CMF;2;68;87;84;85;79;88;81;78;78;79;76;79;78;68;83;67;76;83;85;81;88;50;86;7;6;5
W. MART�NEZ;MARTINEZ;Uruguai;25;192;91;R;R;CB; CWP CB;2;63;89;94;84;77;84;75;74;73;76;76;79;79;64;88;68;67;88;84;76;92;50;83;6;5;5
N. GUTI�RREZ;GUTIERREZ;Uruguai;25;183;79;R;R;CB; CWP CB;2;59;86;88;81;78;85;74;71;70;78;77;80;79;66;83;68;64;85;83;72;87;50;77;6;5;4
R. CESARINI;CESARINI;Argentina;25;174;72;R;R;SS; CMF AMF LWF RWF SS CF;1;85;63;79;84;82;84;84;89;82;87;81;90;82;81;84;81;82;81;84;91;85;50;87;7;7;6
F. MORENA;MORENA;Uruguai;25;177;75;L;R;CF; CF;1;93;37;83;83;84;92;85;83;83;76;75;73;74;92;87;83;78;91;87;84;87;50;81;7;7;6
YESO AMALFI;AMALFI;Brasil;25;173;70;R;R;SS; AMF SS;1;80;31;75;76;81;75;91;94;84;85;78;85;75;77;80;78;84;68;71;93;67;40;80;5;5;3
TER STEGEN;TER STEGEN;Alemanha;25;187;85;R;R;GK; GK;1;35;92;84;69;69;95;78;70;59;74;73;74;75;48;87;46;49;55;84;65;80;88;79;6;6;7
EMIR SPAHI?;SPAHIC;Bosnia e Herzegovina;25;185;78;R;R;CB; CB LB RB;1;66;84;84;83;80;84;81;77;78;75;74;76;76;68;83;70;74;84;86;76;83;50;81;6;6;6
OXROYD;OXROYD;Escocia;25;176;70;R;R;DMF; DMF CMF;1;69;53;67;73;70;59;72;76;66;82;63;77;67;63;73;70;72;60;67;75;64;50;68;2;5;5
ADI PREI�LER;PREISSLER;Alemanha;25;168;68;R;R;SS; AMF SS CF;1;90;44;75;83;82;84;86;90;85;92;83;86;80;88;82;75;78;69;73;89;83;40;86;6;6;6
BILLY BINGHAM;BINGHAM;Irlanda do Norte;25;170;64;R;R;RWF; RWF;1;84;45;77;80;87;77;88;89;86;82;76;85;80;77;82;77;78;71;74;87;79;40;80;6;5;5
L. V. PE�A;PENA;Paraguai;23;175;70;L;R;LWF; LWF SS;1;86;39;78;83;84;83;87;86;84;83;80;85;82;84;83;78;82;78;79;86;87;45;86;6;6;6
CAMTABROUGH;CAMTABROUGH;Pais de Gales;25;180;82;R;R;CF; LWF CF;2;77;32;71;75;74;79;73;70;68;70;68;69;68;78;75;61;57;73;79;68;65;50;64;4;5;5
R. TAVARELLI;TAVARELLI;Paraguai;25;182;80;L;R;GK; GK;2;34;84;87;69;74;91;85;57;62;60;62;74;77;48;85;47;50;49;88;60;89;85;82;7;5;5
C. H. PAREDES;PAREDES;Paraguai;25;181;79;R;R;CMF; DMF CMF RMF AMF;1;76;76;83;89;82;82;83;83;78;83;78;82;80;75;85;77;79;82;84;82;81;50;83;7;6;7
CLAUDIO L�PEZ;LOPEZ;Argentina;25;178;75;L;R;LWF; LMF RMF LWF RWF SS CF;1;86;50;78;84;91;84;92;88;91;78;78;80;83;83;87;79;82;77;83;86;78;50;80;6;5;5
RIVAROLA;RIVAROLA;Paraguai;25;188;85;R;R;CB; CB LB RB;1;64;85;88;81;75;84;77;73;73;75;73;74;73;66;82;67;67;87;84;72;85;50;84;6;5;4
SOLARI;SOLARI;Argentina;25;184;76;L;R;LMF; LB LMF AMF;1;82;54;81;83;80;78;84;88;79;78;77;80;81;78;86;77;76;72;72;85;75;40;80;7;5;4
ELISEO MOURI�O;MOURINO;Argentina;25;168;66;R;R;DMF; CB DMF;1;64;82;77;85;77;82;79;79;78;84;78;78;79;67;80;65;65;69;78;80;95;50;94;6;5;5
MAXI RODR�GUEZ;M. RODRIGUEZ;Argentina;25;180;76;R;R;RMF; LMF RMF AMF LWF RWF SS;2;85;59;79;86;84;84;84;84;83;82;81;83;81;83;85;81;80;72;76;84;83;50;85;6;6;5
JUAN BARBAS;BARBAS;Argentina;25;169;67;R;R;CMF; LB RB DMF CMF LMF RMF;2;77;72;80;90;83;85;82;83;81;85;83;84;81;76;81;77;83;71;78;85;85;50;89;7;6;5
J. P. CEA;PEDRO CEA;Uruguai;25;172;73;R;R;SS; LWF SS CF;1;91;38;80;83;86;88;88;89;85;85;79;84;81;90;86;80;79;71;75;86;80;40;82;7;7;7
DIEGO AGUIRRE;D. AGUIRRE;Uruguai;25;180;79;R;R;CF; SS CF;1;84;48;84;81;81;85;84;78;80;75;73;73;67;83;82;62;77;80;84;74;66;50;67;5;4;4
KURTOZADE;KURTOZADE;Turquia;25;182;76;R;R;RB; RB DMF CMF;2;64;58;77;79;76;62;75;66;66;67;64;66;64;55;71;59;59;65;72;68;66;50;66;5;4;4
E. VIDALL�;VIDALLE;Argentina;25;187;82;R;R;GK; GK;2;30;90;87;64;70;89;77;54;51;56;58;65;69;45;85;46;49;51;82;53;83;88;81;6;4;4
JOS� RAMOS;RAMOS;Argentina;25;175;72;R;R;LMF; LB DMF CMF LMF;1;76;77;84;87;82;83;83;82;82;84;81;84;82;75;86;78;78;76;82;83;87;50;88;7;7;6
GUSTAVSSON;GUSTAVSSON;Suecia;25;182;81;R;R;CB; CWP CB RB DMF;2;65;91;88;83;79;86;79;76;76;76;75;74;73;67;84;64;67;85;86;77;86;50;84;6;5;5
KIRIL RAKAROV;RAKAROV;Bulgaria;25;177;75;R;R;RB; CB RB LWF;1;70;82;84;85;84;81;81;78;80;77;75;79;81;74;93;83;74;78;85;79;84;50;82;6;5;5
CLAUDIO BORGHI;BORGHI;Argentina;25;182;75;R;R;SS; AMF SS;1;84;43;80;82;83;81;88;91;86;86;79;86;78;83;83;76;83;75;78;93;71;45;77;6;3;2
ROBERTO DIAS;R. DIAS;Brasil;25;173;71;R;R;CB; CWP CB DMF;1;71;92;86;87;84;89;82;81;78;84;78;86;79;71;84;82;81;87;87;85;87;50;87;7;6;5
ROBERT PRYTZ;PRYTZ;Suecia;25;171;75;R;R;CMF; DMF CMF LMF RMF AMF;1;83;58;82;85;79;79;84;83;78;82;80;86;83;79;86;77;84;77;76;84;82;40;85;6;6;7
LUIS VACCARO;VACCARO;Argentina;25;176;72;R;R;CMF; DMF CMF;1;66;74;83;82;77;87;79;73;78;82;75;86;73;70;85;68;75;86;81;79;82;50;81;6;4;4
ELKHOVSKY;ELKHOVSKY;Russia;25;184;82;R;R;CB; CB RB;2;59;70;82;74;76;69;70;67;69;64;68;66;69;57;77;50;50;76;79;68;69;50;68;5;5;5
CARECA;CARECA;Brasil;25;182;80;R;R;CF; SS CF;1;94;38;85;84;86;92;87;90;86;84;79;80;77;93;86;79;81;88;90;92;82;50;82;6;7;6
SASAYAMA;SASAYAMA;Japao;25;179;79;R;R;CB; CWP CB;2;52;66;77;58;71;72;69;43;55;50;57;57;59;43;65;43;42;71;73;50;67;50;64;5;4;3
LORIS KARIUS;KARIUS;Alemanha;25;188;85;R;R;GK; GK;1;30;84;84;68;67;89;71;53;57;60;65;65;68;44;80;44;48;55;83;54;70;82;70;5;4;4
F. PAV�N;PAVON;Espanha;25;188;80;R;R;CB; CB;1;59;81;84;84;76;80;78;72;74;70;68;69;70;62;80;61;66;80;83;71;79;50;79;5;4;4
P. SENDEROS;SENDEROS;Suica;25;190;85;R;R;CB; CB;1;58;81;87;78;76;78;71;69;71;70;75;70;74;58;80;60;59;83;79;70;74;50;74;6;6;5
MARIO SOTO;SOTO;Chile;25;177;71;R;R;CB; CWP CB DMF CMF;1;71;81;84;83;80;84;78;74;75;76;75;78;77;67;80;67;69;80;83;76;86;50;77;6;5;5
ARMERO;ARMERO;Colombia;25;174;74;L;R;LB; LB CMF LMF;1;75;57;80;94;93;76;92;82;86;73;76;79;82;72;87;70;74;70;80;75;74;50;70;6;4;4
VINNIE JONES;JONES;Pais de Gales;25;188;85;R;R;DMF; CB DMF CMF;2;65;81;95;83;77;80;76;71;72;74;73;76;84;70;92;66;68;88;82;72;95;50;82;7;5;4
CHRIS KAMARA;KAMARA;Inglaterra;25;186;81;R;R;CMF; DMF CMF;1;69;72;88;86;82;78;79;75;76;76;77;77;77;73;86;71;72;73;78;78;85;50;86;7;5;5
BOJAN KRKIC;BOJAN;Espanha;25;173;67;R;R;SS; AMF LWF RWF SS CF;2;80;39;71;79;83;82;88;85;87;78;75;77;73;78;78;68;78;69;76;85;74;40;74;5;5;4
EL SHAARAWY;EL SHAARAWY;Italia;25;178;72;R;R;SS; LMF RMF AMF LWF RWF SS;1;78;41;77;80;83;78;85;86;83;78;75;76;73;76;78;72;80;73;76;85;69;40;74;5;5;4
FREDDY ADU;ADU;Estados Unidos da America;25;173;67;L;R;AMF; LMF RMF AMF SS;1;75;40;78;84;87;82;87;84;84;79;79;79;78;75;79;77;78;71;76;83;70;40;75;5;5;4
OLEG SALENKO;SALENKO;Russia;25;182;73;R;R;CF; CF;2;87;29;83;79;77;86;78;76;75;71;71;69;70;86;82;68;70;82;80;77;76;50;74;6;5;5
MASSIMO TAIBI;TAIBI;Italia;25;190;83;L;R;GK; GK;1;34;83;87;68;71;85;78;51;54;52;56;59;66;44;86;44;48;65;83;56;83;83;77;7;4;4
PETER ENCKELMAN;ENCKELMAN;Finlandia;25;189;87;R;R;GK; GK;1;30;82;86;68;69;85;77;51;53;52;57;58;65;44;84;44;46;48;83;54;80;83;77;7;4;4
I. ABATE;ABATE;Italia;25;180;75;R;R;RB; RB RMF;2;73;67;79;90;91;76;85;77;84;73;78;75;80;67;79;65;75;71;80;78;78;50;76;6;5;5
OLEGUER;OLEGUER;Espanha;25;187;82;R;R;CB; CB RB;1;51;82;85;78;75;82;75;70;72;68;76;67;74;62;78;60;62;72;81;72;73;50;72;5;4;3
JULIEN FAUBERT;FAUBERT;Franca;25;180;75;R;R;RB; CB RB RMF;1;71;62;77;84;87;73;85;75;84;70;71;75;74;64;77;64;68;75;81;75;77;50;69;6;5;5
DRENTHE;DRENTHE;Holanda;25;168;70;L;R;LMF; LB LMF LWF;2;73;54;79;85;85;71;90;83;86;76;78;76;82;70;84;79;86;70;82;83;63;50;66;4;3;3
RODNEY STRASSER;STRASSER;??????-?????;25;181;75;R;R;DMF; DMF CMF;1;65;73;83;82;77;76;79;75;74;75;76;72;72;65;78;65;67;75;79;75;74;45;79;5;4;4
PAR�;PARA;Brasil;25;172;71;R;R;RB; LB RB DMF CMF RMF;1;70;64;77;85;82;78;83;77;82;74;76;76;76;71;82;70;71;72;76;77;78;45;78;6;6;6
LEONARDO CU�LLAR;CUELLAR;Mexico;25;173;72;R;R;AMF; CMF AMF;1;74;53;77;83;81;78;83;83;81;84;78;84;78;76;83;79;83;67;77;84;76;40;82;6;6;5
JAVI NAVARRO;NAVARRO;Espanha;25;182;76;R;R;CB; CB;1;66;81;83;82;76;78;74;74;72;75;79;75;81;64;78;68;66;80;84;74;75;50;78;6;4;3
